project_id	archive_name	original_path	candidate_root	workspace_root	actual_runnable_root	source_type	original_url	original_author	framework	runtime	package_manager	entrypoint	build_command	output_directory	is_html_fragment	is_public_template	is_library	is_backend	has_demo	demo_root	requires_workspace_context	content_hash	should_deploy	classification_reason	vercel_project_name
glasslab-liquid-glass-shader-liquid-glass-shader-src			deployments/glasslab-liquid-glass-shader-liquid-glass-shader-src		deployments/glasslab-liquid-glass-shader-liquid-glass-shader-src																		True	manually added from deployments	glasslab-liquid-glass-shader-liquid-glass-shader-src
glasslab-glass-refraction-master-1-glass-refraction-master-examples-vanilla			deployments/glasslab-glass-refraction-master-1-glass-refraction-master-examples-vanilla		deployments/glasslab-glass-refraction-master-1-glass-refraction-master-examples-vanilla																		True	manually added from deployments	glasslab-glass-refraction-master-1-glass-refraction-master-examples-vanilla
glasslab-frontend-projects-main-frontend-projects-main-prime-vue-project			deployments/glasslab-frontend-projects-main-frontend-projects-main-prime-vue-project		deployments/glasslab-frontend-projects-main-frontend-projects-main-prime-vue-project																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-prime-vue-project
glasslab-liquidgl-main-liquidgl-main			deployments/glasslab-liquidgl-main-liquidgl-main		deployments/glasslab-liquidgl-main-liquidgl-main																		True	manually added from deployments	glasslab-liquidgl-main-liquidgl-main
glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-layout			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-layout		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-layout																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-layout
glasslab-css-glass-main-css-glass-main			deployments/glasslab-css-glass-main-css-glass-main		deployments/glasslab-css-glass-main-css-glass-main																		True	manually added from deployments	glasslab-css-glass-main-css-glass-main
glasslab-frontend-projects-main-frontend-projects-main-task-manager-app			deployments/glasslab-frontend-projects-main-frontend-projects-main-task-manager-app		deployments/glasslab-frontend-projects-main-frontend-projects-main-task-manager-app																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-task-manager-app
glasslab-frontend-projects-main-frontend-projects-main-task-manager-app-client-public			deployments/glasslab-frontend-projects-main-frontend-projects-main-task-manager-app-client-public		deployments/glasslab-frontend-projects-main-frontend-projects-main-task-manager-app-client-public																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-task-manager-app-client-public
glasslab-liquid-glass-5-liquid-glass-src			deployments/glasslab-liquid-glass-5-liquid-glass-src		deployments/glasslab-liquid-glass-5-liquid-glass-src																		True	manually added from deployments	glasslab-liquid-glass-5-liquid-glass-src
glasslab-frontend-projects-main-frontend-projects-main-liquid-glass-vue			deployments/glasslab-frontend-projects-main-frontend-projects-main-liquid-glass-vue		deployments/glasslab-frontend-projects-main-frontend-projects-main-liquid-glass-vue																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-liquid-glass-vue
glasslab-7-css-main-7-css-main			deployments/glasslab-7-css-main-7-css-main		deployments/glasslab-7-css-main-7-css-main																		True	manually added from deployments	glasslab-7-css-main-7-css-main
glasslab-svg-liquid-glass-1-svg-liquid-glass-src			deployments/glasslab-svg-liquid-glass-1-svg-liquid-glass-src		deployments/glasslab-svg-liquid-glass-1-svg-liquid-glass-src																		True	manually added from deployments	glasslab-svg-liquid-glass-1-svg-liquid-glass-src
glasslab-press-starthot-wheels-aerial-pursuit-liquid-glass-navigation-press-starthot-wheels-aerial-pursuit-liquid-glass-navigation-src			deployments/glasslab-press-starthot-wheels-aerial-pursuit-liquid-glass-navigation-press-starthot-wheels-aerial-pursuit-liquid-glass-navigation-src		deployments/glasslab-press-starthot-wheels-aerial-pursuit-liquid-glass-navigation-press-starthot-wheels-aerial-pursuit-liquid-glass-navigation-src																		True	manually added from deployments	glasslab-press-starthot-wheels-aerial-pursuit-liquid-glass-navigation-press-starthot-wheels-aerial-p
glasslab-liquid-glass-fluid-movement-1-liquid-glass-fluid-movement-src			deployments/glasslab-liquid-glass-fluid-movement-1-liquid-glass-fluid-movement-src		deployments/glasslab-liquid-glass-fluid-movement-1-liquid-glass-fluid-movement-src																		True	manually added from deployments	glasslab-liquid-glass-fluid-movement-1-liquid-glass-fluid-movement-src
glasslab-liquid-glass-vue			deployments/glasslab-liquid-glass-vue		deployments/glasslab-liquid-glass-vue																		True	manually added from deployments	glasslab-liquid-glass-vue
glasslab-codepen-hdshy-rnravzr-liquid-glass-for-web			deployments/glasslab-codepen-hdshy-rnravzr-liquid-glass-for-web		deployments/glasslab-codepen-hdshy-rnravzr-liquid-glass-for-web																		True	manually added from deployments	glasslab-codepen-hdshy-rnravzr-liquid-glass-for-web
glasslab-liquid-glass-scroll-drag-configure-chromium-liquid-glass-scroll-drag-configure-chromium-src			deployments/glasslab-liquid-glass-scroll-drag-configure-chromium-liquid-glass-scroll-drag-configure-chromium-src		deployments/glasslab-liquid-glass-scroll-drag-configure-chromium-liquid-glass-scroll-drag-configure-chromium-src																		True	manually added from deployments	glasslab-liquid-glass-scroll-drag-configure-chromium-liquid-glass-scroll-drag-configure-chromium-src
glasslab-liquid-dom-master-1-liquid-dom-master-demo-three			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-three		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-three																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-demo-three
glasslab-select-dropdown-with-appearance-base-select-liquid-glass-1-select-dropdown-with-appearance-base-select-liquid-glass-src			deployments/glasslab-select-dropdown-with-appearance-base-select-liquid-glass-1-select-dropdown-with-appearance-base-select-liquid-glass-src		deployments/glasslab-select-dropdown-with-appearance-base-select-liquid-glass-1-select-dropdown-with-appearance-base-select-liquid-glass-src																		True	manually added from deployments	glasslab-select-dropdown-with-appearance-base-select-liquid-glass-1-select-dropdown-with-appearance-
glasslab-liquid-glass-js-main-liquid-glass-js-main			deployments/glasslab-liquid-glass-js-main-liquid-glass-js-main		deployments/glasslab-liquid-glass-js-main-liquid-glass-js-main																		True	manually added from deployments	glasslab-liquid-glass-js-main-liquid-glass-js-main
glasslab-cross-browser-liquid-toggle-drag-tap-cross-browser-liquid-toggle-drag-tap-src			deployments/glasslab-cross-browser-liquid-toggle-drag-tap-cross-browser-liquid-toggle-drag-tap-src		deployments/glasslab-cross-browser-liquid-toggle-drag-tap-cross-browser-liquid-toggle-drag-tap-src																		True	manually added from deployments	glasslab-cross-browser-liquid-toggle-drag-tap-cross-browser-liquid-toggle-drag-tap-src
glasslab-liquid-dom-master-1-liquid-dom-master			deployments/glasslab-liquid-dom-master-1-liquid-dom-master		deployments/glasslab-liquid-dom-master-1-liquid-dom-master																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master
glasslab-liquid-glass-menu-liquid-glass-menu-src			deployments/glasslab-liquid-glass-menu-liquid-glass-menu-src		deployments/glasslab-liquid-glass-menu-liquid-glass-menu-src																		True	manually added from deployments	glasslab-liquid-glass-menu-liquid-glass-menu-src
glasslab-liquid-glass-6-liquid-glass-src			deployments/glasslab-liquid-glass-6-liquid-glass-src		deployments/glasslab-liquid-glass-6-liquid-glass-src																		True	manually added from deployments	glasslab-liquid-glass-6-liquid-glass-src
glasslab-frontend-projects-main-frontend-projects-main-advanced-javascript-class-word-guess-game-app			deployments/glasslab-frontend-projects-main-frontend-projects-main-advanced-javascript-class-word-guess-game-app		deployments/glasslab-frontend-projects-main-frontend-projects-main-advanced-javascript-class-word-guess-game-app																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-advanced-javascript-class-word-guess-game-app
glasslab-apple-liquid-glass-experiments-1-apple-liquid-glass-experiments-src			deployments/glasslab-apple-liquid-glass-experiments-1-apple-liquid-glass-experiments-src		deployments/glasslab-apple-liquid-glass-experiments-1-apple-liquid-glass-experiments-src																		True	manually added from deployments	glasslab-apple-liquid-glass-experiments-1-apple-liquid-glass-experiments-src
glasslab-liquid-glass-react-master-liquid-glass-react-master-liquid-glass-example			deployments/glasslab-liquid-glass-react-master-liquid-glass-react-master-liquid-glass-example		deployments/glasslab-liquid-glass-react-master-liquid-glass-react-master-liquid-glass-example																		True	manually added from deployments	glasslab-liquid-glass-react-master-liquid-glass-react-master-liquid-glass-example
glasslab-apple-liquid-glass-ui-2025-apple-liquid-glass-ui-2025-src			deployments/glasslab-apple-liquid-glass-ui-2025-apple-liquid-glass-ui-2025-src		deployments/glasslab-apple-liquid-glass-ui-2025-apple-liquid-glass-ui-2025-src																		True	manually added from deployments	glasslab-apple-liquid-glass-ui-2025-apple-liquid-glass-ui-2025-src
glasslab-frontend-projects-main-frontend-projects-main-weeklyhow-instantsearch			deployments/glasslab-frontend-projects-main-frontend-projects-main-weeklyhow-instantsearch		deployments/glasslab-frontend-projects-main-frontend-projects-main-weeklyhow-instantsearch																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-weeklyhow-instantsearch
glasslab-liquid-dom-master-1-liquid-dom-master-packages-core			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-packages-core		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-packages-core																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-packages-core
glasslab-liquid-glass-main-liquid-glass-main			deployments/glasslab-liquid-glass-main-liquid-glass-main		deployments/glasslab-liquid-glass-main-liquid-glass-main																		True	manually added from deployments	glasslab-liquid-glass-main-liquid-glass-main
glasslab-glass-model-1-glass-model-src			deployments/glasslab-glass-model-1-glass-model-src		deployments/glasslab-glass-model-1-glass-model-src																		True	manually added from deployments	glasslab-glass-model-1-glass-model-src
glasslab-frontend-projects-main-frontend-projects-main-advanced-javascript-class-word-guess-game-app-public			deployments/glasslab-frontend-projects-main-frontend-projects-main-advanced-javascript-class-word-guess-game-app-public		deployments/glasslab-frontend-projects-main-frontend-projects-main-advanced-javascript-class-word-guess-game-app-public																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-advanced-javascript-class-word-guess-game-app
glasslab-kube-liquid-glass-css-svg			deployments/glasslab-kube-liquid-glass-css-svg		deployments/glasslab-kube-liquid-glass-css-svg																		True	manually added from deployments	glasslab-kube-liquid-glass-css-svg
glasslab-pure-css-glassmorphism-liquid-glass-ui-kit-1-pure-css-glassmorphism-liquid-glass-ui-kit-src			deployments/glasslab-pure-css-glassmorphism-liquid-glass-ui-kit-1-pure-css-glassmorphism-liquid-glass-ui-kit-src		deployments/glasslab-pure-css-glassmorphism-liquid-glass-ui-kit-1-pure-css-glassmorphism-liquid-glass-ui-kit-src																		True	manually added from deployments	glasslab-pure-css-glassmorphism-liquid-glass-ui-kit-1-pure-css-glassmorphism-liquid-glass-ui-kit-src
glasslab-liquid-dom-master-1-liquid-dom-master-packages-three			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-packages-three		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-packages-three																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-packages-three
glasslab-liquid-glass-2-liquid-glass-src			deployments/glasslab-liquid-glass-2-liquid-glass-src		deployments/glasslab-liquid-glass-2-liquid-glass-src																		True	manually added from deployments	glasslab-liquid-glass-2-liquid-glass-src
glasslab-untitled-6-untitled-src			deployments/glasslab-untitled-6-untitled-src		deployments/glasslab-untitled-6-untitled-src																		True	manually added from deployments	glasslab-untitled-6-untitled-src
glasslab-liquid-glass-components-1-liquid-glass-components-src			deployments/glasslab-liquid-glass-components-1-liquid-glass-components-src		deployments/glasslab-liquid-glass-components-1-liquid-glass-components-src																		True	manually added from deployments	glasslab-liquid-glass-components-1-liquid-glass-components-src
glasslab-glass-button-css-only-1-glass-button-css-only-src			deployments/glasslab-glass-button-css-only-1-glass-button-css-only-src		deployments/glasslab-glass-button-css-only-1-glass-button-css-only-src																		True	manually added from deployments	glasslab-glass-button-css-only-1-glass-button-css-only-src
glasslab-glass-refraction-master-1-glass-refraction-master			deployments/glasslab-glass-refraction-master-1-glass-refraction-master		deployments/glasslab-glass-refraction-master-1-glass-refraction-master																		True	manually added from deployments	glasslab-glass-refraction-master-1-glass-refraction-master
glasslab-slider-button-liquid-glass-apple-ios-262025-slider-button-liquid-glass-apple-ios-262025-src			deployments/glasslab-slider-button-liquid-glass-apple-ios-262025-slider-button-liquid-glass-apple-ios-262025-src		deployments/glasslab-slider-button-liquid-glass-apple-ios-262025-slider-button-liquid-glass-apple-ios-262025-src																		True	manually added from deployments	glasslab-slider-button-liquid-glass-apple-ios-262025-slider-button-liquid-glass-apple-ios-262025-src
glasslab-liquid-dom-master-1-liquid-dom-master-packages-react			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-packages-react		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-packages-react																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-packages-react
glasslab-liquid-dom-master-1-liquid-dom-master-demo-showcase			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-showcase		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-showcase																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-demo-showcase
glasslab-liquid-glass-tainwildcss-1-liquid-glass-tainwildcss-src			deployments/glasslab-liquid-glass-tainwildcss-1-liquid-glass-tainwildcss-src		deployments/glasslab-liquid-glass-tainwildcss-1-liquid-glass-tainwildcss-src																		True	manually added from deployments	glasslab-liquid-glass-tainwildcss-1-liquid-glass-tainwildcss-src
glasslab-frontend-projects-main-frontend-projects-main-task-manager-app-client			deployments/glasslab-frontend-projects-main-frontend-projects-main-task-manager-app-client		deployments/glasslab-frontend-projects-main-frontend-projects-main-task-manager-app-client																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-task-manager-app-client
glasslab-liquid-glass-cubiq-liquid-glass-cubiq-src			deployments/glasslab-liquid-glass-cubiq-liquid-glass-cubiq-src		deployments/glasslab-liquid-glass-cubiq-liquid-glass-cubiq-src																		True	manually added from deployments	glasslab-liquid-glass-cubiq-liquid-glass-cubiq-src
glasslab-frontend-projects-main-frontend-projects-main-weeklyhow-custom-storefront			deployments/glasslab-frontend-projects-main-frontend-projects-main-weeklyhow-custom-storefront		deployments/glasslab-frontend-projects-main-frontend-projects-main-weeklyhow-custom-storefront																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-weeklyhow-custom-storefront
glasslab-liquid-glass-effect-liquid-glass-effect-src			deployments/glasslab-liquid-glass-effect-liquid-glass-effect-src		deployments/glasslab-liquid-glass-effect-liquid-glass-effect-src																		True	manually added from deployments	glasslab-liquid-glass-effect-liquid-glass-effect-src
glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout
glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout-playground			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout-playground		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout-playground																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout-playground
glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-r3f			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-r3f		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-r3f																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-r3f
glasslab-frontend-projects-main-frontend-projects-main-vuetify-project			deployments/glasslab-frontend-projects-main-frontend-projects-main-vuetify-project		deployments/glasslab-frontend-projects-main-frontend-projects-main-vuetify-project																		True	manually added from deployments	glasslab-frontend-projects-main-frontend-projects-main-vuetify-project
glasslab-liquid-dom-master-1-liquid-dom-master-demo-blending			deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-blending		deployments/glasslab-liquid-dom-master-1-liquid-dom-master-demo-blending																		True	manually added from deployments	glasslab-liquid-dom-master-1-liquid-dom-master-demo-blending
glasslab-liquid-glass-effect-wwdc25-liquid-glass-effect-wwdc25-src			deployments/glasslab-liquid-glass-effect-wwdc25-liquid-glass-effect-wwdc25-src		deployments/glasslab-liquid-glass-effect-wwdc25-liquid-glass-effect-wwdc25-src																		True	manually added from deployments	glasslab-liquid-glass-effect-wwdc25-liquid-glass-effect-wwdc25-src
